experiment	timestamp	score	best_score	kept	mutations	params
177	2026-03-29T17:00:23.374158	54.8248	67.4277	False	hop2_score_boost: 0.15 -> 0.2077; keyword_prefix_match_len: 5 -> 8	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.2077, "dedup_strategy": "keep_highest", "max_total_results": 50}
178	2026-03-29T17:00:23.468129	52.0769	67.4277	False	keyword_prefix_match_len: 5 -> 3; traverse_min_edge_score: 0.0 -> 0.0; traverse_default_hops: 1 -> 2	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
179	2026-03-29T17:00:23.519767	67.4277	67.4277	False	hop2_score_boost: 0.15 -> 0.2369	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.2369, "dedup_strategy": "keep_highest", "max_total_results": 50}
180	2026-03-29T17:00:23.569998	49.5515	67.4277	False	keyword_min_score: 0.0825 -> 0.0925; keyword_max_results: 0 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0925, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
181	2026-03-29T17:00:23.622303	67.4277	67.4277	False	traverse_min_edge_score: 0.0 -> 0.1037	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.1037, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
182	2026-03-29T17:00:23.711313	64.0574	67.4277	False	keyword_min_score: 0.0825 -> 0.1; traverse_default_hops: 1 -> 2; traverse_hop2_limit: 50 -> 70	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 70, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
183	2026-03-29T17:00:23.764332	64.7348	67.4277	False	keyword_prefix_match_len: 5 -> 4	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
184	2026-03-29T17:00:23.815847	67.4277	67.4277	False	keyword_min_score: 0.0825 -> 0.0956; hop2_score_boost: 0.15 -> 0.2924	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0956, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.2924, "dedup_strategy": "keep_highest", "max_total_results": 50}
185	2026-03-29T17:00:23.877549	51.6982	67.4277	False	keyword_prefix_match_len: 5 -> 3	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
186	2026-03-29T17:00:23.966329	68.0225	68.0225	True	hop2_score_boost: 0.15 -> 0.05; traverse_default_hops: 1 -> 2	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
187	2026-03-29T17:00:24.052205	68.0225	68.0225	False	traverse_min_edge_score: 0.0 -> 0.1005	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.1005, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
188	2026-03-29T17:00:24.164777	63.7511	68.0225	False	traverse_seed_limit: 10 -> 30; hop2_score_boost: 0.05 -> 0.1333	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 30, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1333, "dedup_strategy": "keep_highest", "max_total_results": 50}
189	2026-03-29T17:00:24.217157	66.5562	68.0225	False	traverse_default_hops: 2 -> 1; max_total_results: 50 -> 150; traverse_min_edge_score: 0.0 -> 0.0313	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0313, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 150}
190	2026-03-29T17:00:24.304320	67.1300	68.0225	False	hop1_score_boost: 0.1 -> 0.1902	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1902, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
191	2026-03-29T17:00:24.392021	64.9619	68.0225	False	hop2_score_boost: 0.05 -> 0.1281; max_total_results: 50 -> 50; traverse_min_edge_score: 0.0 -> 0.0658	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0658, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1281, "dedup_strategy": "keep_highest", "max_total_results": 50}
192	2026-03-29T17:00:24.444902	60.8372	68.0225	False	keyword_min_score: 0.0825 -> 0.0633; keyword_prefix_match_len: 5 -> 6; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 6, "keyword_min_score": 0.0633, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
193	2026-03-29T17:00:24.536966	68.0225	68.0225	False	traverse_min_edge_score: 0.0 -> 0.0486	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0486, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
194	2026-03-29T17:00:24.638389	62.4301	68.0225	False	hop2_score_boost: 0.05 -> 0.1384; traverse_seed_limit: 10 -> 10; traverse_hop1_limit: 20 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1384, "dedup_strategy": "keep_highest", "max_total_results": 50}
195	2026-03-29T17:00:24.725094	63.3772	68.0225	False	max_total_results: 50 -> 150; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 150}
196	2026-03-29T17:00:24.811819	68.0225	68.0225	False	traverse_hop1_limit: 20 -> 20; keyword_min_score: 0.0825 -> 0.1; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
197	2026-03-29T17:00:24.890498	56.4777	68.0225	False	keyword_prefix_match_len: 5 -> 8; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
198	2026-03-29T17:00:24.977024	61.9151	68.0225	False	traverse_default_hops: 2 -> 2; hop2_score_boost: 0.05 -> 0.1477; max_total_results: 50 -> 100	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1477, "dedup_strategy": "keep_highest", "max_total_results": 100}
199	2026-03-29T17:00:25.063485	62.6715	68.0225	False	max_total_results: 50 -> 200; keyword_min_score: 0.0825 -> 0.0575	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0575, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
200	2026-03-29T17:00:25.142041	56.4777	68.0225	False	keyword_prefix_match_len: 5 -> 8; max_total_results: 50 -> 50	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
201	2026-03-29T17:00:25.235046	52.4317	68.0225	False	traverse_default_hops: 2 -> 2; keyword_prefix_match_len: 5 -> 3	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
202	2026-03-29T17:00:25.321058	67.0728	68.0225	False	hop1_score_boost: 0.1 -> 0.1999; traverse_hop1_limit: 20 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1999, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
203	2026-03-29T17:00:25.421688	67.6561	68.0225	False	traverse_min_edge_score: 0.0 -> 0.0; traverse_seed_limit: 10 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 20, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
204	2026-03-29T17:00:25.517491	67.6062	68.0225	False	traverse_default_hops: 2 -> 2; hop2_score_boost: 0.05 -> 0.05; traverse_hop1_limit: 20 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
205	2026-03-29T17:00:25.610667	67.6062	68.0225	False	traverse_hop1_limit: 20 -> 30; traverse_default_hops: 2 -> 2; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
206	2026-03-29T17:00:25.661896	49.5515	68.0225	False	keyword_max_results: 0 -> 40; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
207	2026-03-29T17:00:25.713713	67.4067	68.0225	False	keyword_min_score: 0.0825 -> 0.0549; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0549, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
208	2026-03-29T17:00:25.815322	67.6561	68.0225	False	traverse_min_edge_score: 0.0 -> 0.1125; traverse_seed_limit: 10 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 20, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.1125, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
209	2026-03-29T17:00:25.903575	68.0225	68.0225	False	keyword_min_score: 0.0825 -> 0.0887	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0887, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
210	2026-03-29T17:00:25.984212	56.4944	68.0225	False	traverse_min_edge_score: 0.0 -> 0.0501; keyword_prefix_match_len: 5 -> 8; keyword_min_score: 0.0825 -> 0.0686	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.0686, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0501, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
211	2026-03-29T17:00:26.036627	67.4277	68.0225	False	traverse_default_hops: 2 -> 1; traverse_min_edge_score: 0.0 -> 0.0723; traverse_hop1_limit: 20 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0723, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
212	2026-03-29T17:00:26.125087	65.1361	68.0225	False	keyword_max_results: 0 -> 0; hop2_score_boost: 0.05 -> 0.1258	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1258, "dedup_strategy": "keep_highest", "max_total_results": 50}
213	2026-03-29T17:00:26.228899	67.6561	68.0225	False	traverse_seed_limit: 10 -> 20; traverse_min_edge_score: 0.0 -> 0.1228	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0825, "keyword_max_results": 0, "traverse_seed_limit": 20, "traverse_hop1_limit": 20, "traverse_hop2_limit": 50, "traverse_default_hops": 2, "traverse_min_edge_score": 0.1228, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
214	2026-03-29T17:00:26.316332	68.1379	68.1379	True	traverse_hop2_limit: 50 -> 30; keyword_min_score: 0.0825 -> 0.1; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
215	2026-03-29T17:00:26.410176	52.9624	68.1379	False	keyword_prefix_match_len: 5 -> 3; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
216	2026-03-29T17:00:26.495011	45.4865	68.1379	False	traverse_hop1_limit: 20 -> 20; hop1_score_boost: 0.1 -> 0.1; keyword_max_results: 0 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 20, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
217	2026-03-29T17:00:26.545457	49.5515	68.1379	False	traverse_default_hops: 2 -> 1; keyword_max_results: 0 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
218	2026-03-29T17:00:26.646110	67.8869	68.1379	False	hop2_score_boost: 0.05 -> 0.05; traverse_seed_limit: 10 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 20, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
219	2026-03-29T17:00:26.762684	64.5180	68.1379	False	traverse_hop1_limit: 20 -> 50; traverse_min_edge_score: 0.0 -> 0.0; hop1_score_boost: 0.1 -> 0.2702	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 50, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.2702, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
220	2026-03-29T17:00:26.874344	64.0642	68.1379	False	max_total_results: 50 -> 50; hop2_score_boost: 0.05 -> 0.1216; traverse_hop1_limit: 20 -> 50	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 50, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1216, "dedup_strategy": "keep_highest", "max_total_results": 50}
221	2026-03-29T17:00:26.965977	52.9624	68.1379	False	keyword_prefix_match_len: 5 -> 3; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
222	2026-03-29T17:00:27.044203	56.6098	68.1379	False	keyword_min_score: 0.1 -> 0.0718; keyword_prefix_match_len: 5 -> 8; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.0718, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
223	2026-03-29T17:00:27.131176	64.5863	68.1379	False	keyword_prefix_match_len: 5 -> 4; traverse_seed_limit: 10 -> 10; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
224	2026-03-29T17:00:27.215499	68.1379	68.1379	False	keyword_min_score: 0.1 -> 0.0806	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0806, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
225	2026-03-29T17:00:27.267787	67.4277	68.1379	False	hop2_score_boost: 0.05 -> 0.05; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
226	2026-03-29T17:00:27.319694	67.4277	68.1379	False	traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
227	2026-03-29T17:00:27.409476	62.1487	68.1379	False	traverse_hop2_limit: 30 -> 60; max_total_results: 50 -> 200	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 60, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
228	2026-03-29T17:00:27.507040	67.7852	68.1379	False	max_total_results: 50 -> 50; traverse_hop1_limit: 20 -> 30; traverse_min_edge_score: 0.0 -> 0.0869	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0869, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
229	2026-03-29T17:00:27.586525	60.1203	68.1379	False	keyword_prefix_match_len: 5 -> 7; traverse_hop1_limit: 20 -> 20; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 7, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
230	2026-03-29T17:00:27.669289	65.7797	68.1379	False	max_total_results: 50 -> 100	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 100}
231	2026-03-29T17:00:27.752016	65.0746	68.1379	False	hop2_score_boost: 0.05 -> 0.1819; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1819, "dedup_strategy": "keep_highest", "max_total_results": 50}
232	2026-03-29T17:00:27.836740	37.1905	68.1379	False	keyword_max_results: 0 -> 40; keyword_prefix_match_len: 5 -> 3; hop1_score_boost: 0.1 -> 0.1	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.1, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
