experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
129	2026-03-29T11:42:04.634228	71.6992	75.8926	False	sublinear_tf: False -> True; max_verse_freq: 225 -> 250; norm: l2 -> l1	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
130	2026-03-29T11:42:07.400986	75.8017	75.8926	False	min_token_length: 2 -> 3	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 3, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
131	2026-03-29T11:42:10.009479	71.4263	75.8926	False	norm: l2 -> l1; max_df: 200 -> 250	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
132	2026-03-29T11:42:12.897764	73.9989	75.8926	False	max_edges_per_verse: 12 -> 18	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
133	2026-03-29T11:42:15.576596	75.5468	75.8926	False	sublinear_tf: False -> True; min_tfidf_score: 0.04 -> 0.051	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.051, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
134	2026-03-29T11:42:18.226563	75.7947	75.8926	False	lemma_verb_first: True -> False	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
135	2026-03-29T11:42:20.956656	75.5468	75.8926	False	sublinear_tf: False -> True	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
136	2026-03-29T11:42:23.805392	75.8926	75.8926	False	min_tfidf_score: 0.04 -> 0.0528	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0528, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
137	2026-03-29T11:42:26.446093	75.8955	75.8955	True	edge_weight_method: min -> geometric_mean; ngram_max: 1 -> 2	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
138	2026-03-29T11:42:28.620282	63.6053	75.8955	False	max_verse_freq: 225 -> 150; min_df: 2 -> 1; norm: l2 -> l1	2.2	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 150, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
139	2026-03-29T11:42:31.277234	68.3559	75.8955	False	edge_weight_method: geometric_mean -> min; max_features: 50000 -> 65000; min_df: 2 -> 5	2.7	{"min_df": 5, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
140	2026-03-29T11:42:33.931285	75.8076	75.8955	False	lemma_verb_first: True -> False	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
141	2026-03-29T11:42:36.749617	75.8076	75.8955	False	min_token_length: 2 -> 2; lemma_verb_first: True -> False	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
142	2026-03-29T11:42:39.604299	75.8926	75.8955	False	edge_weight_method: geometric_mean -> min	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
143	2026-03-29T11:42:42.380355	75.8955	75.8955	False	max_features: 50000 -> 60000	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
144	2026-03-29T11:42:45.083174	75.8955	75.8955	False	max_verse_freq: 225 -> 300	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 300, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
145	2026-03-29T11:42:47.978849	75.8955	75.8955	False	ngram_max: 2 -> 1	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
146	2026-03-29T11:42:50.659827	68.3185	75.8955	False	min_df: 2 -> 5; max_df: 200 -> 275	2.7	{"min_df": 5, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
147	2026-03-29T11:42:52.791170	69.2351	75.8955	False	norm: l2 -> l1; max_verse_freq: 225 -> 300; max_edges_per_verse: 12 -> 6	2.1	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 6, "max_verse_freq": 300, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
148	2026-03-29T11:42:55.397528	73.5202	75.8955	False	max_edges_per_verse: 12 -> 18; min_token_length: 2 -> 4	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
149	2026-03-29T11:42:57.887863	75.6716	75.8955	False	min_token_length: 2 -> 4	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
150	2026-03-29T11:43:00.658886	75.8955	75.8955	False	min_tfidf_score: 0.04 -> 0.054	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.054, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
151	2026-03-29T11:43:03.344332	68.3841	75.8955	False	min_df: 2 -> 5; ngram_max: 2 -> 1	2.7	{"min_df": 5, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
152	2026-03-29T11:43:06.055392	75.8955	75.8955	False	max_verse_freq: 225 -> 300	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 300, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
153	2026-03-29T11:43:08.576455	72.3459	75.8955	False	max_edges_per_verse: 12 -> 8	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 8, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
154	2026-03-29T11:43:11.348705	73.5778	75.8955	False	sublinear_tf: False -> True; max_edges_per_verse: 12 -> 18	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
155	2026-03-29T11:43:14.116197	67.5281	75.8955	False	min_df: 2 -> 1; lemma_verb_first: True -> False	2.8	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
156	2026-03-29T11:43:16.787654	75.8955	75.8955	False	min_tfidf_score: 0.04 -> 0.0344; max_features: 50000 -> 65000	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0344, "max_features": 65000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
157	2026-03-29T11:43:19.603071	67.6191	75.8955	False	max_df: 200 -> 225; min_df: 2 -> 1	2.8	{"min_df": 1, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
158	2026-03-29T11:43:22.332627	75.8076	75.8955	False	lemma_verb_first: True -> False; min_token_length: 2 -> 2	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
159	2026-03-29T11:43:25.210437	66.7357	75.8955	False	min_df: 2 -> 1; min_tfidf_score: 0.04 -> 0.0302; max_edges_per_verse: 12 -> 16	2.9	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.0302, "max_features": 50000, "max_edges_per_verse": 16, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
160	2026-03-29T11:43:27.854314	73.2180	75.8955	False	min_df: 2 -> 3	2.6	{"min_df": 3, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
161	2026-03-29T11:43:30.780992	75.8303	75.8955	False	max_df: 200 -> 275; ngram_max: 2 -> 2	2.9	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
162	2026-03-29T11:43:33.835654	75.8194	75.8955	False	max_df: 200 -> 250	3.1	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
163	2026-03-29T11:43:36.642632	75.8955	75.8955	False	min_tfidf_score: 0.04 -> 0.0523	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0523, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
164	2026-03-29T11:43:38.970816	67.6380	75.8955	False	max_verse_freq: 225 -> 150; min_df: 2 -> 1; ngram_max: 2 -> 2	2.3	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 150, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
165	2026-03-29T11:43:41.470563	71.7766	75.8955	False	min_tfidf_score: 0.04 -> 0.0429; norm: l2 -> l1; edge_weight_method: geometric_mean -> harmonic_mean	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0429, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
166	2026-03-29T11:43:43.860679	72.0543	75.8955	False	norm: l2 -> l1; max_edges_per_verse: 12 -> 8	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 8, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
167	2026-03-29T11:43:46.622398	75.8955	75.8955	False	ngram_max: 2 -> 2	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
168	2026-03-29T11:43:48.913449	72.8298	75.8955	False	max_verse_freq: 225 -> 150; norm: l2 -> l1; max_edges_per_verse: 12 -> 10	2.3	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 10, "max_verse_freq": 150, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
169	2026-03-29T11:43:50.920677	71.7105	75.8955	False	max_df: 200 -> 125	2.0	{"min_df": 2, "max_df": 125, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
170	2026-03-29T11:43:53.497970	75.6126	75.8955	False	lemma_verb_first: True -> False; edge_weight_method: geometric_mean -> harmonic_mean; min_token_length: 2 -> 2	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
171	2026-03-29T11:43:56.084298	75.7947	75.8955	False	edge_weight_method: geometric_mean -> min; ngram_max: 2 -> 2; lemma_verb_first: True -> False	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
172	2026-03-29T11:43:58.620977	75.8076	75.8955	False	min_token_length: 2 -> 2; lemma_verb_first: True -> False	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
173	2026-03-29T11:44:01.060403	75.8955	75.8955	False	min_tfidf_score: 0.04 -> 0.0512	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0512, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
174	2026-03-29T11:44:03.702709	75.7100	75.8955	False	max_verse_freq: 225 -> 200; sublinear_tf: False -> True; max_edges_per_verse: 12 -> 14	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 14, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
175	2026-03-29T11:44:06.320029	75.8955	75.8955	False	ngram_max: 2 -> 1	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
176	2026-03-29T11:44:08.732944	73.4354	75.8955	False	norm: l2 -> l1; max_verse_freq: 225 -> 200	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
177	2026-03-29T11:44:11.295368	75.6716	75.8955	False	max_features: 50000 -> 60000; min_token_length: 2 -> 4	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
178	2026-03-29T11:44:13.398965	71.7105	75.8955	False	max_df: 200 -> 125	2.1	{"min_df": 2, "max_df": 125, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
179	2026-03-29T11:44:15.773293	73.2758	75.8955	False	max_edges_per_verse: 12 -> 10; norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 10, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
180	2026-03-29T11:44:18.390087	75.8955	75.8955	False	min_tfidf_score: 0.04 -> 0.0531	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0531, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
181	2026-03-29T11:44:20.826835	75.8538	75.8955	False	max_verse_freq: 225 -> 175; min_token_length: 2 -> 2	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 175, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
182	2026-03-29T11:44:23.614295	75.2049	75.8955	False	min_token_length: 2 -> 2; lemma_verb_first: True -> False; sublinear_tf: False -> True	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
183	2026-03-29T11:44:26.192639	75.8955	75.8955	False	min_tfidf_score: 0.04 -> 0.0275	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0275, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
184	2026-03-29T11:44:28.684678	75.7100	75.8955	False	sublinear_tf: False -> True; max_edges_per_verse: 12 -> 14	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 14, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
185	2026-03-29T11:44:31.156646	75.2386	75.8955	False	sublinear_tf: False -> True	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
186	2026-03-29T11:44:33.757328	75.2386	75.8955	False	min_token_length: 2 -> 2; sublinear_tf: False -> True	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
187	2026-03-29T11:44:36.198493	73.3091	75.8955	False	lemma_verb_first: True -> False; norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
188	2026-03-29T11:44:39.119884	75.8120	75.8955	False	max_df: 200 -> 250; max_verse_freq: 225 -> 250; min_tfidf_score: 0.04 -> 0.0446	2.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.0446, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
189	2026-03-29T11:44:41.702187	75.8955	75.8955	False	max_verse_freq: 225 -> 250	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
190	2026-03-29T11:44:44.353451	75.7311	75.8955	False	edge_weight_method: geometric_mean -> harmonic_mean	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
191	2026-03-29T11:44:47.051202	75.2386	75.8955	False	max_verse_freq: 225 -> 250; sublinear_tf: False -> True	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
192	2026-03-29T11:44:49.664980	75.2386	75.8955	False	sublinear_tf: False -> True	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
